mpn,manufacturer,category,source_url,final_url,http_status,content_type,file_size,local_path,sha256,state,failure_reason,attempts,last_attempt
GRM155R71E683KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71E104KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71E154KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71E224KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71H103KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71H153KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71H223KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71H333KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71H473KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71H683KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM155R71H104KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H1R0CA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H1R5CA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H2R2CA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H3R3CA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H4R7CA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H6R8DA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H100JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H150JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H220JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H330JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H470JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H680JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H101JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H151JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H221JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H331JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H471JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H681JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H102JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H152JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H222JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H332JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H472JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H682JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H103JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H153JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H223JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H333JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H473JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H683JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM1885C1H104JA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C103KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C153KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C223KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C333KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C473KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C683KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C104KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C154KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C224KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C334KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C474KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71C105KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E103KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E153KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E223KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E333KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E473KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E683KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E104KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E154KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E224KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E334KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E474KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71E105KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71H103KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71H153KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71H223KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71H333KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71H473KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71H683KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM188R71H104KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71C105KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71C225KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71C475KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71E105KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71E225KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71E475KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71H104KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71H224KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71H474KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM21BR71H105KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM31CR71C106KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM31CR71C226KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM31CR71E106KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM31CR71E226KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM31CR71H105KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM31CR71H225KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
GRM31CR71H475KA01,Murata,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
UMK105CG1R0CW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG1R5CW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG2R2CW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG3R3CW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG4R7CW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG6R8DW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG100JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG150JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG220JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG330JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG470JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG680JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG101JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG151JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG221JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG331JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG471JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG681JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG102JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG152JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG222JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG332JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG472JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG682JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105CG103JW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7103KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7153KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7223KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7333KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7473KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7683KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7104KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7154KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7224KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7103KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7223KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7473KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7104KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7103KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7223KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7473KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
UMK105B7104KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7103KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7153KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7223KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7333KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7473KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7683KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7104KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7154KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7224KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7334KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7474KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7105KW-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7103KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7223KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7473KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7104KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7224KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7474KV-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7103KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7223KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7473KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7104KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7224KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
EMK107B7474KJ-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7104KG-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7224KG-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7474KG-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7105KG-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7225KG-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7475KG-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7104KD-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7224KD-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7474KD-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7105KD-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7225KD-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7104KB-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7224KB-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
GMK212B7474KB-F,Taiyo Yuden,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Taiyo Yuden,0,
CL05A103KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A153KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A223KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A333KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A473KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A683KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A104KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A154KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A224KB5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A103KO5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A223KO5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A473KO5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A104KO5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A103KQ5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A223KQ5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A473KQ5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A104KQ5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A104MP5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A224MP5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A474MP5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A105MP5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A225MP5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A475MP5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A105MQ5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL05A225MQ5NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B103KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B153KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B223KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
